Review,date,Location,CompoundScore,Sentiment
new yorker hotel well posit subway rail station walk tourist site mid manhattan bedroom given first night clean much smaller expect howev person recept offer move us slightli larger room second night stay stay hotel feel like special experi,2018-10-04,"Wokingham, England",0.8402,1
conveni travel ny ny hospit wish bathroom light,2018-10-04,Fl,0.4019,1
nice clean hotel walk distanc disneyland staff friendli could ask,2018-10-04,"Seattle, WA",0.6705,1
room comfort albeit littl pricey breakfast offer part stay easi access airport,2018-10-03,Chicago,0.3612,1
metro room small two peopl everyth els hotel great,2018-10-03,Austin,0.6249,1
hotel nice staff friendli polit room clean size closet place put luggag toiletri bathroom sink drain well locat fantast attend event madison squar garden disappoint room,2018-10-03,Saratoga new york,0.5994,1
prima hotel goed servic en prettig vriendelijk personeel kamer zijn stijlvol ingericht en netj redelijk ruim ook sportfaciliteiten en wifi zijn prima hier moet je alleen extra dollar voor betalen per dag dit komt bovenop de kamerprij,2018-10-03,Den Haag,0.0,0
good experi would return area hotel staff friendli issu abl add name reserv,2018-10-03,Stockton,0.4404,1
first room lock bathroom clean second extrem hot stay five day didnt clean second day call front desk mold sink area bathroom ice machin way lobbi,2018-10-03,New York,0.6597,1
nice hotel walk distanc disneyland good price room,2018-10-03,San Francisco,0.6908,1
stay wyndham great unfortun time told pool undergo reconstruct requir us go adjac properti use pool,2018-10-02,Boston,0.6249,1
good hotel good price mid town manhattan weekend old hotel room need money spent shower fixtur rust toilet seat cheap feel heat didnt work room bed felt like singl twin queen staff lobbi area great,2018-10-02,New York,0.9081,1
recent night stay new yorker great issu hotel staff help hotel secur safe room plenti elev spaciou lobbi ok bar site locat hotel superb right madison squar garden subway penn station maci empir state quick minut walk across th street,2018-10-02,"Stoke on Trent, England",0.9432,1
hotel close attract easi get around citi,2018-10-02,California,0.3612,1
quiet wall thin could hear everyth go hall neighbor tv neighbor phone vibrat night room layout good would put fridg microwav next bed,2018-10-02,San Francisco,0.4404,1
clean fridg remodel pool small crowd gym downstair restaur block disney walkabl cv corner subway,2018-10-02,CA,-0.0516,0
amaz great custom servic beauti room,2018-10-02,San Diego Harbor Island,0.6249,1
room great hous keep staff excel profession sincer appreci hard work effort ensur clean enjoy visit,2018-10-02,Pensacola,0.9118,1
properti partial construct stay hard realli read good perspect great stay,2018-10-01,"Fort Pierce, FL",0.765,1
room clean comfort even though thw hotel onsit loung restaur clise later thw even front desk help suggest place within walk distanc,2018-10-01,Livingston,0.7845,1
less minut airport quiet clean comfort bed recommend courtyard room view shade extra quiet excel air condit water pressur big screen televis includ cabl connect laptop order view netflix amazon prime account pool area clean comfort beauti mini golf fun young children easi walk la victoria taqueria tasti horchata latenight snack staff friendli help work room chang accommod guest beauti lobbi area,2018-10-01,"Andover, MA",0.9666,1
hotel clean insid friendli staff locat littl interest everi day homeless peopl back hotel one day homeless guy extrem upset anoth homeless person someth wouldnt calm awhil alway interest walk car wonder would see overal didnt mind hotel probabl wouldnt stay area,2018-10-01,Idaho,0.6295,1
like free breakfast includ would like see fruit like banana appl avail bed firm staff could friendli acknowledg,2018-10-01,Ft lauderdale,0.8689,1
nice quiet mini fridg would nice could leftov dinner staff morn shouldnt rush clean need sleep littl,2018-10-01,Irvine,0.5175,1
great hotel staff abl check hour earli room realli clean except bathroom floor great price,2018-10-01,Sacramento,0.8979,1
terribl nois outsid hotel sound like mechan frog went night,2018-10-01,"South beach, Florida",0.3612,1
air condit fix air coil clean new batteri put thermostat roach bathroom peopl stay room list reserv ask towel bathroom checkout housekeep knock door wake us,2018-10-01,Florida,0.4019,1
great place stay everi time fli sjc,2018-09-30,"Santa Cruz, CA",0.6249,1
locat great easi get hotel,2018-09-30,New Mexico,0.6249,1
friendli staff great servic excel locat impress histori,2018-09-30,"melbourne, australia",0.875,1
properti great locat outsid food local store,2018-09-30,Miami Beach,0.6249,1
close airport good restaur near comfi bed,2018-09-30,WI,0.4404,1
go less hour sleep arriv check time pm want shower head straight sleep way next day got floor elev open hit smell chemic clean entir floor rush room smell strong insid min later huge headach min later call let know strong odor ask switch floor accommod late huge headach ter much sleep even later start check sat traffic hour drive,2018-09-29,Four Points,0.9337,1
muy buen hotel centrico maravilloso el person del hotel,2018-09-28,bcn,0.0,0
recién remodelado muy limpio el person de lo má atento amig lo má important es que esta muy cerca del parqu,2018-09-28,Monterrey,0.2023,1
love stay friendli staff clean room great locat definetli come back,2018-09-26,San Jose,0.9001,1
bon hôtel uniqu petit déjeuner sur le assiett en carton et de gobelet en polysterin café à evit,2018-09-26,Agde,0.0,0
hotel good central everyth new york time squar walk nice easi,2018-09-25,Melbourne,0.6908,1
great locat heart new york citi,2018-09-25,"New York City, New York",0.6249,1
good room price excel housekeep staff custom servic howev want realli modern upscal hotel isnt place built extens histori classic art deco style locat within walk distanc madison squar garden time squar empir state build subway tick tock diner hotel good diner food hour day extrem fast good hurri,2018-09-25,Edmonton. AB,0.9001,1
great stay son room full bathroom great locat want abl explor restaur th ave theatr walkabl maci close highlin,2018-09-25,Toronto,0.8591,1
best room ive ever slept jst excel realli recommend,2018-09-25,Sacramento ca,0.8658,1
el hotel es grand con una excelent ubicación practicament al lado de la estación pensilvania en la th la cual conecta con todo el servicio fue bueno te dejan la factura del hotel debajo de la puerta de la habiración la llave la deposita en un buzón al salir lo cual ahorra tiempo la habitacion tienen buen tamaño para estar en manhattan el baño es grand esta cerca de tienda restaurant casi frwnte al msg hispedaria nuevament en él,2018-09-24,Santo Domingo,0.7184,1
older hotel took minut check one staff member check peopl two other stand around bed uncomfort sever tv station unwatch overal bad experi,2018-09-24,New York City,-0.5423,0
die jahr gekommen hotel bäder sollten dringend renoviert werden lage der sehr unruhigen th straße servic freundlich,2018-09-24,Düsseldorf,-0.5994,0
great locat great peopl nice experi great place stay,2018-09-24,Arizona,0.9442,1
die einrichtung ist nicht mehr ganz neu aber vollkommen ordnung unser zimmer war sehr groß und sauber,2018-09-24,Neu-Isenburg,-0.8316,0
spider bed scare stugf nice,2018-09-23,nyc,-0.1027,0
everyon hotel nice profession room amaz nice view citi,2018-09-23,New York,0.6808,1
rachel great got us earli allow us check late fit flight schedul even notic bday gave us champagn room go extra mile great secret u actual eat tratoria italian restaur breakfast day ask staff fritata much better tick tock diner,2018-09-23,San Diego,0.9382,1
de lig van het hotel op zich go vlakbij een metrost en op loopafstand van time squar maar dat dan ook het enig positiev aan de negatiev kant staat dat het een onaangenam straat ligt het hotel zelf zeer gedateerd de kamer die wij hadden klein nee erg klein zelf voor new yorks begrippen de kamer erg klein nauwelijk bergruimt er maar een klein kledingkast die stond stijf tegen het bed aan wel een stukj van de muur af want ander kon je niet bij de lichtknopj de deur van die kast en de deur van de badkam konden ook niet tegelijk open de airco maakt ontzettend veel lawaai die kon je du ook snacht niet aan hebben waardoor het buitengewoon warm en benauwd de ramen konden ook niet open de badkam net al de kamer een miniatuurbadkam en bovendien beschimmeld de wandj waren ook zo dun dat je de buren zowat letterlijk kon verstaan de algemen staat van het hotel erg gedateerd het heeft op zijn minst een grondig opknapbeurt nodig maar beter een algehel renovati al met al geen aanrad het zeker geen viereneenhalv ster op zijn best twee sterren,2018-09-23,Nederland,-0.8807,0
coupl front desk peopl dont speak best english still effici mani room hotel small poorli laid last stay king suit like normal hotel room hotel least room get bed,2018-09-23,NY,-0.2187,0
staff need expediti react guest concern room wasnt readi even though check min past check time sink room clog took day address remind staff second time housekeep spotti st best,2018-09-23,"Flushing, NY",0.6369,1
near noisi park lot invad privaci smoke air condition sound like propellor plane,2018-09-22,Las Vegas NV,0.3612,1
hotel staff help friendli bed clean comfort enjoy breakfast adjoin diner,2018-09-22,"Guildford, UK",0.8779,1
super zentral gelegen hotel mit nettem person viel zimmer haben einen super tollen ausblick leider nicht genug haken für handtücher und ablagemöglichkeiten im bad ein klein radio wäre schön da ist aber jammern auf höchstem niveau wir waren schon mal diesem hotel,2018-09-22,hessen,0.6486,1
fabul locat clean room comfort bed great view empir state build,2018-09-22,"Ottawa, Ontario",0.8519,1
perfect locat close disneyland across starbuck nice hotel especi cost midweek stay septemb definit back,2018-09-22,"Sacramento, CA",0.7579,1
nice modern clean hotel close walk disney,2018-09-22,"Dublin, CA",0.6705,1
old build still get redon inner area great peopl nice room old style structur motel model ground well done nice good valu money,2018-09-21,Central Virginia,0.9287,1
littl worn clean great locat close food shop littl mile central park like hotel staff check room key let elev,2018-09-21,Michigan,0.7964,1
nice get hotel near univers decent price,2018-09-21,"Orlando, Florida",0.4215,1
nice hotel love pool friendli staff comfi bed room servic good prompt friendli,2018-09-21,Ocean Isle Beach N C,0.872,1
kid friendli need get new sheet fit mattress sat bed fit sheet pop sleep night omg corner pop pleas get new fit sheet deep fit,2018-09-20,"Columbus, Ohio",0.8402,1
hotel staff nice accommod need help get lock luggag hotel manag nice come room help hotel great locat great restaur insid hotel definit ny landmark therefor isnt modern also window arent sound proof make sure take earplug,2018-09-20,California,0.9674,1
ich komm immer wieder gern dies hotel wegen der nähe zur pennstat und zum port author auch kann ich ca minuten zum time squar laufen mit dem zimmer hatt ich dies mal nicht ein glück da bad war extrem klein und der kleiderschrank durch einen nachträglich eingebauten safe nicht zu benutzen,2018-09-20,München,-0.6705,0
great locat cleanexcel staff conveni locat metro airport,2018-09-20,Stratford Canada,0.6249,1
hotel close polic station penn station good local restaur metro one block away along park garag addit fee particip breakfast buffet smell delici awak morn lobbi bar varieti great wine,2018-09-20,Maryland,0.6249,1
el hotel está muy bien ubicado apena hemo necesitado usar el metro que tien varia parada muy cerca habitación muy limpia de buen tamaño hemo tenido una experiencia positiva el person es muy amabl alrededor del hotel hay mucho sitio para comer ademá el hotel tien un restaurant abierto la hora,2018-09-19,España,0.0,0
book room includ breakfast ask said breakfast wasnt complimentari paid extra noth mad site say there laundri room ask isnt laundri servic dumb stay good though need sign door goe pool hall show go got door sign werent sure open door think might set alarm,2018-09-19,"Delano, Ca.",-0.2406,0
staff amaz room need vacuum often,2018-09-18,Abbotsford BC,0.0,0
nice staff especi reachel front desk nice help us issu came room good size comfort rd floor beauti view,2018-09-18,California,0.9136,1
stay mani time minut walk disneyland staff alway nice help room clean comfort love stay,2018-09-18,Central California,0.9313,1
one best hotel stay visit disneyland would definit stay tell everyon,2018-09-18,Northern California,0.6369,1
marvin except check skill warm welcom answer question room clean bathroom toilet dirti need flush someon went toilet flush dirti towel floor,2018-09-17,"orlando, Florida",0.5574,1
hotel close disney free shuttl back forth park,2018-09-17,Pittsburgh pa,0.5106,1
staff friendli roomsfacil begin show age wear still clean maintain,2018-09-17,Florida,0.4019,1
mainten worker realli loud one point woke rucku,2018-09-17,San jose ca,0.0,0
build room dire need mainten asid thin wall acoust room horrid could hear laundri room nois door housekeep staff wash linen prepar maid cart blind window broken wouldnt close properli electr outlet desk broken threshold beneath door provid much gap concern insect enter room preval calcium buildup shower head thick mayb dip clr would help overal disappoint,2018-09-17,"Clarkdale, AZ",-0.9371,0
himla trevligt hotel mitt på manhattan gångavstånd till bland annat time squar tunnelbanespår alldel runt hörnet och fina restaurang omkr hotellet och även på hotellet,2018-09-17,Kristinehamn,0.0,0
hotel nicei realli enjoy room comfort wa quiet n relax,2018-09-17,San jose,0.8225,1
front desk attend help friendli hotel room big spaciou lot storag good long term stay need renov carpet need replac overal decent hotel,2018-09-17,San Diego,0.6808,1
hotel condit ok gener facil need updat like site locat quiet,2018-09-17,"Toronto, Canada",0.5719,1
hotel great nice room beauti decor free park rare disneyland area realli appreci,2018-09-17,San Diego,0.8807,1
stay night air condition work correctli room cool extrem humid felt like stay musti basement could tell nice upgrad room floor tile beauti sink mirror etc area need improv bathtub yellow stain cabinetsshelv heavi chip hallway smell like fresh paint could hear convers music wall clearli also abl open slide glass door deck without help husband roller broken overal okay stay would find differ hotel stay futur though,2018-09-17,"Olympia, Wa",0.7871,1
place awesom nice check realli earli expect anyth actual room open let us check stacey one peopl front desk amaz told us great place check also realli close disney park abl walk catch bu disney,2018-09-16,"Orlando, Fl",0.7845,1
nice famili style hotel excel select pool pool side restaur room spaciou terrac air condit work well housekeep ok water coffe amen replac everi day,2018-09-16,DC,0.8442,1
für touristen die einen städtetripp planen und sich nicht dauerhaft im hotel aufhalten optim,2018-09-15,"NRW, Germany",-0.5994,0
wife like elev ask imposs room lower floor view recept staff nice explain lowest floor given student hotel proper realli state floor end larg elev fine although floor room view hudson hotel histor perhap huge room retain mani decor featur style refurbish time show sign age charact brown paint deco carpet littl shabbi nicer corpor slick hotel ye noisi plumb shower pressur excel downsid someon next door shower late night room modest quit small gather comfort good nice bed good linen sheet chang everi day housekeep excel noisi air con work great showerbath recommend hotel excel servic,2018-09-15,Uk Midlands.,0.9851,1
locat great conveinet unfortun resort fee tax ad end huge turnoff dishonest never compani,2018-09-15,San Diego,0.4019,1
bien situé avec une bell vue sur l empir build,2018-09-15,new york,0.0,0
advertis clean friendli staff view pool park lot,2018-09-15,Vancouver,0.4019,1
beauti lobbi courtyard polit help staff checkin quick easi checkout conveni locat easi access airport,2018-09-14,"St. Petersburg, FL",0.4019,1
old hotel kept build run room dark low ceil,2018-09-14,Los Angeles,-0.2732,0
old hotel love ground hotel room need updat staff except profession courteou,2018-09-14,Temecula,0.6369,1
excel locat min walk dineyland staff recept coffe shop maid could nicer although hotel restaur close whilst refurbish use hotel indigo next door breakfast get staff also could nicer also minut walk garden walk shop restaur cheesecak factori bubba gump california pizza kitchen would highli recommend stay,2018-09-14,Uk,0.8834,1
great room near disney staff welcom everi time came lobbi,2018-09-14,Wine Country,0.6249,1
goto place stay travel orlando work staff friendli room clean walk variou place eat dinner drink poolsid bar gatorvil,2018-09-13,"West Portsmouth, Ohio",0.4019,1
beauti pool back nice set good locat san jose airport hotel overal experi nice would go back sure next trip bonu point bowl alley diner right street,2018-09-12,Michigan,0.8689,1
trip great return room everi even like come back relax even issu stomach comput ck etc staff help kind care smile everyon great restaur bar happi hour roof would definit recommend,2018-09-12,Texas,0.9796,1
toll rooftopbar im stock unser zimmer war im stock mit aussicht auf den financi district sehr gute bett große bad sehr sauber,2018-09-12,Wien,-0.8126,0
bathroom cleanli left quit bit desir there moldmildew grout around lip sinkund mount that visibl plain sight pretti gross two ring shower curtain rip bare hold curtain stay averag x per year im surpris see still love hotel stay cours make wonder clean thing realli,2018-09-11,"Wellington, Florida",0.5859,1
stay averag x per year realli love hotel amen thing ive notic year lack mainten upkeep room moldmildew grout around sink overflow drain shower curtain curtain stain disrepair yuck,2018-09-11,"Wellington, Florida",0.4404,1
book courtyard room two queen bed end room toward street two twin bed light outsid made feel like day time room even curtain blind close could hear neighbor talk outsid time peopl come home bar crazi loud even wear ear plug could tell whole convers step ask move away room sinc earli flight thank confront air condition sound like plane take everyon kick wouldnt recommend stay actual need catch sleep,2018-09-11,"Philadelphia, PA",0.2477,1
hotel recommend us two peopl hadnt look hotel stay night room big didnt spend much time best part locat near penn station madison squar garden lot place eat nearbi,2018-09-11,England,0.7717,1
realli like hotel room small,2018-09-11,New York,0.3612,1
chose hotel previous stay last visit decad ago exactli rememb locat ideal citi sightse corner th th block time squar empir state build penn station minut walk hotel give easi access subway train network hotel comfort mean date hotel everyth clean work happi base night stay also quiet enough abl sleep recov hard day sightse staff friendli profession say go back would problem stay,2018-09-11,England UK,0.3818,1
room wardrob iron safe deposit box downstair store valuabl,2018-09-11,Barbados,0.4404,1
abl park earli check later good locat abl ealk disneyland,2018-09-11,Utah,0.4404,1
staff friendli help room servic great enjoy meal restaur locat quiet peac,2018-09-11,"Waco, TX",0.875,1
atmospher amaz pool outdoor restaur great bed super comfi well thing didnt like showertub floor peel renov bathroom would excel hotel stay,2018-09-11,"Orlando, Florida",0.8999,1
nice staff good dinner hotel doesnt elev head gentleman front desk nice enough let us know check,2018-09-10,San Jose,0.8176,1
ok good valu consid rate properti,2018-09-10,"Newport Beach, CA",0.6249,1
took long check ac loud overal good clean bed comfort,2018-09-10,"San Jose, CA",0.7964,1
nice comfort room right place move across ny,2018-09-10,"Milan, Italy",0.6486,1
close usopen tenniscourt staff eateri close bya well,2018-09-10,"Houston,Tx",0.2732,1
good valu clean ok breakfast room small enough room peopl,2018-09-10,Santa fe,0.7783,1
surpris hidden gem fluff room copi clean staff courteou definit go back,2018-09-10,St. Louis,0.4019,1
el hotel esta muy bien ubicado cerca de lo parqu mucho comercio la habitación muy limpia comoda encanto,2018-09-10,Hollywood Fl,0.0,0
locat close empir state time squar old ambienc room bother slightli,2018-09-09,Mhow India,-0.34,0
nice spaciou room furnitur issu need electr outlet soap dispens shower appar longer fill maid problem find empti stand shower werent youd know bring soap shampoo ahead time either maintain remov,2018-09-09,Seattle,0.0258,0
staff friendli accommod suggest appreci,2018-09-09,San Jose,0.0,0
room good size spend night need problem room high humid humid air condit could keep room nice,2018-09-09,tampa,0.4588,1
fiance stay sever high qualiti hotel one definit top year definit return next time orlando one issu resolv satisfact beyond locat great staff great amen great much complet satisfi,2018-09-08,"Carson, CA",0.9337,1
got us night stay advertis staff great,2018-09-08,"Phoenix,AZ",0.6249,1
room smaller look outdat watch fee,2018-09-08,New York,0.0,0
californian style well maintain,2018-09-08,Calgary,0.2732,1
price per night good hous keep inconsist day got hand towel face cloth day go desk get,2018-09-08,Maine,0.7269,1
la habitación standard es muy pequeña te sient apretado el person es amabl ademá de cobrart us dll por el park diario dejar tu auto en la call te piden propina el desayuno pobr te dan plato cubierto desech teníamo que pedir diario que limpiaran la habitación porqu si se le olvidaba hacerlo asomándot bajo la cama te da cuenta de lo mal que limpian en el elevador pusieron un letrero muy agresivo para lo huésped envío foto vale lo que cobran,2018-09-08,mexico,0.0,0
hotel pleasant walk disneyland cafe best coffe pool gym laundri everyth pleasant stay staff friendli welcom,2018-09-08,"Melbourne, Australia.",0.8957,1
nice hotel decent shape clean lot park space,2018-09-08,"San Francisco, CA",0.6705,1
return new york last week arriv late smooth hassl free check warm welcom came bedroom open curtain one fantast view wish celebr anniversari birthday togeth th floor almost icon build front greatcentr locat power shower room clean daili high standard would recommend anybodi,2018-09-07,NYC,0.9022,1
good need place stay that close sju comfort bed clean room breakfast great stay multipl day get tire food everyday reserv king suit seem like regular room assign us room rate,2018-09-07,"Bay Area, California",0.9287,1
overpr paid valet park valet servic provid small room sstale breakfast,2018-09-07,Seattle,0.0,0
nice locat intern drive street area,2018-09-07,Out USA,0.4215,1
resort like ground bed nice room light dark fluoresc bulb two sconc desk light gave unflatt cold glow left room interior dark water pressur fine noth immedi surround restaur loung close pm websit mention live entertain bamboo loung saturday night took lyft town airport shuttl prompt front desk friendli though keep key card away cell phone got demagnet everi time requir wait line get new one,2018-09-06,Seattle,0.8126,1
hard understand staff valet afraid park dodg ram garag park outsid still got charg valet servic,2018-09-06,Massachusetts,-0.1027,0
clean bed super comfi definit stay,2018-09-06,"Escondido, ca",0.765,1
park charg check told free begin check bathroom odor damp towel stain bathtub toilet issu flush hotel staff fix issu next day still smell littl bit odor toilet still flush issu,2018-09-06,"Seattle, WA",0.5106,1
alway like stay lazi river crowd,2018-09-05,Wndermere,0.3612,1
check pm found door handl room broken brush teeth find sink drain couldnt get drain use cell phone call front desk report phone work around want get rest take minut find bed itchi horribl experi one hour,2018-09-05,Austin,-0.4215,0
room smell chang room air condition loud couldnt use refriger make high pitch nois kept us night sad complimentari breakfast pictur websit look like,2018-09-05,"San Jose, CA",-0.1531,0
great locat room littl tight common ny hotel,2018-09-05,Ontario,0.6249,1
book queen bed room hotelcombut first night got queen bed sofa bed uncomfort thing work sofa bed daughter need take pillow blanket nd night got correct room bed,2018-09-05,Taiwan,0.0,0
super conveni locat want near c e line penn station block time squar room comfort hard wood floor felt grimi ac almost unbear loud sleep without wall thin upsid hotel staff polit accommod tri help us resolv issu overal good choic need basic hotel middl manhattan,2018-09-05,DC,0.8402,1
hotel realli conveni food central locat everywher queen your look conveni manhattan place your look peac quiet access decent food choic locat far citi field us open famili friend queen right place mostli frill hotel clean quiet decent bed access direct walk area food hour day would definit stay,2018-09-05,"Birmingham, AL",0.7096,1
più ottimo albergo camer spazios pulit e modern letti comodi bel bagno con vasca meno parcheggio euro da aggiunger un po lontano dal centro ci vuol la macchina per forza,2018-09-05,milan,-0.5574,0
arriv departur entir staff courteou friendli help check quick easi properti beauti sever pool restaur gave great choic dine recreat offer love lazi river even bit crowd sunday labor day expect dine seafood restaur drink menu offer delight choic food delici,2018-09-04,Orlando,0.9423,1
noth fanci clean staff nice help realli nice pool tray stay open till pm summer month anyway would stay,2018-09-04,"Buena Park, CA",0.875,1
room got broken door handl u get sister room someon sleep bed enter room worst check ever hotel staff made apolog error condit room,2018-09-04,San Diego,-0.872,0
properti nice pictur properti nice pictur properti nice pictur properti nice pictur properti nice pictur properti nice pictur,2018-09-04,San Jose,0.9413,1
nice hotel close manhattan mall close ro empir state,2018-09-04,Bostin/MA,0.4215,1
good locat friendli staff didnt like bathroom clean counter space shower water temperatur consist pressur shower faucet old fan bathroom,2018-09-04,BC Canada,0.21,1
servic good properti quit tire certain area commun restaur across street serv hotel includ bkfst good rest sever guest name includ us free bkfst,2018-09-04,"Huntsville, Ontario, Canada",0.8807,1
entranc lobbi seem nice entr two room immedi saw drip dust hair damag intern door bathroom pm loud parti music blare start room connect us let least dozen guy slip exit door parti went desk complain came back lock one room one anyth stop parti five trip front desk pj walk around big spill one would clean cound get door lock work pm parti still rage us huddl person lock room secur guy came help unabl wait min someon drive hotel master key reset lock ask secur one stop parti pound door parti rage till past midnight reloc never saw parti get stop next day lock one new room inform given wrong key swap room key group stay room name sister need check day long process get straighten made us miss famili breakfast famili left return room lock finish stay horribl experi,2018-09-04,Oregon,-0.8957,0
perfect spot famili clean spotless,2018-09-04,Boston,0.7506,1
nice hotel clean biggest problem realli big problem tho languag barrier coupl front desk staff speak seem understand english well,2018-09-04,New York,0.1779,0
nice lobbi pool terribl bed bed expens resort fee,2018-09-04,Red Deer,0.4215,1
take long time check lobbi room seper difficul access,2018-09-04,NYC,0.0,0
good locat plenti restaura ts around plesant staff courteou,2018-09-04,Miami Beach,0.4404,1
wyndham orlando resort intern drive absolut resort consid class motel best bed bug mold stain throughout room felt extrem unsaf unsanitari immedi left book anoth hotel extrem dissatisfi disappoint expedia fals four star rate book expedia futur,2018-09-04,"Orlando, FL",0.3612,1
park room way far lobbi breakfast includ,2018-09-04,Orlando,0.0,0
nice locat friendli staff resort rundown rough shape pool poor condit chunk marcit miss floor bed room horribl,2018-09-04,Florida,-0.2263,0
overal properti dirti filthi room air condit work properli temperatur read degre room felt like outsid sleep degre weather pool dirti kid werent,2018-09-04,Orlando,0.3612,1
nice hotel close everyth want experi see room clean smelt good walk cozi bed front desk help quick friendli bad thing super noisi upstair hear almost everyth throughout nightearli morn wake everi minut wonder loud bang would definit return resort futur time,2018-09-04,"Bradenton, FL",0.8957,1
nice remodel look good clean comfort,2018-09-03,"Seattle, WA",0.872,1
staff friendli air condition sound like airplan take,2018-09-03,San Luis Obispo,0.3612,1
great locat nice clean room realli enjoy time beauti girlfriend,2018-09-03,Ct,0.9153,1
standard hotel excel locat first room wasnt clean properli staff address concern immedi move us bigger better room,2018-09-03,"Surrey, BC",0.5635,1
room small breakfast cheap select,2018-09-03,ny,0.0,0
love design build beauti decor bed comfort clean,2018-09-03,Queens New York,0.8555,1
properti cleanli locat amen great park problem came late one night nowher park near build walk distanc alon without identifi secur,2018-09-03,Georgia,0.34,1
elev work front desk ladi help us get anoth hotel area daughter wheelchair,2018-09-02,New York,0.4019,1
pleasant stay icon hotel howev coupl thing let firstli lack thermostat shower holdcold tap tri get balanc right meant shower took longer necessari left merci peopl water usag second lack coffe make facil anoth disappoint otherwis pleasant stay also read book small print per night servic charg ad wasnt prepar check,2018-09-02,Cardiff,0.0772,0
hotel staff friendli help cant enough make stay pleasant one room excel bright clean everyth need except kettl hour diner site much hassl restaur site offer vari rang food hotel well maintain central thing big appl offer id definit stay,2018-09-02,coventry. UK,0.9403,1
dirti old room hotel made floor dorm elev nightmar window offer protect nois outsid siren night told would get call earli check forgot sat lobbi desper need sleep other happili went room overal impress u dont care cleanli nice locat return dump,2018-09-01,California,-0.264,0
ci sono stata altr volt e questultima con una amica la stanza con due letti e spaziosa il bagno assolutament non allaltezza,2018-09-01,ascoli piceno,0.0,0
posizion dellalbergo proprio nella zona turistica molti parchi vicini e gli altri pochi chilometri di distanza comodi ristoranti e outlet per acquisti convenienti,2018-08-31,Bologna,0.0,0
histor hotel close penn station travel train airport subway get around close msg,2018-08-30,atlanta ga,0.0,0
estado agustoestaba céntrico lo malo el ruido que había de la call,2018-08-29,Madrid,0.0,0
great locat friendli staff small nice clean room,2018-08-29,MS,0.8625,1
bra overnattingsst noe usentralt forhold til sentral park og time squar rolig områd som har alt man trenger,2018-08-28,"bergen, norge",0.0,0
wife left someth refriger realiz right check one seem abl help get back got stuck elev push call button repeatedli one come final got go floor abl get told staff member front desk seem unconcern hotel bed comfort enough whole place smell like variou clean solutionsand yet wasnt clean,2018-08-28,NJ,0.8779,1
love place super friendli awesom staff clean spaciou roomshotel free park disney pass holder socal come anaheim quit often dont alway stay night place sure walk distanc park super comfi bed clean big room like said staff great well defiantli back,2018-08-28,"San Diego, CA",0.9844,1
nice hotel stay busi trip irvin area,2018-08-28,"Busan, Korea",0.4215,1
poster said basic motel im surpris wyndham put name properti,2018-08-27,Seattle,0.0,0
hotel good locat close enough la guardia jfk airport room tini also clean visibl dust notic place quick stay one two night hotel ok wouldnt recommend longer stay,2018-08-27,Poland,0.6898,1
front desk staff wasnt consist servic level miss mark promot local restaur thing check use googl let front desk housekeep bar staff howev awesom friendli older build renov mani year ago room comfi appreci free wifi bottl waterthes nice touch,2018-08-27,"Vancouver, BC",0.6705,1
locat perfect alrhough ask top floor room said book realiz gave doubl book singl next rep gave top floor singl otvwa fine,2018-08-27,Oc,0.7964,1
need room near airport pleasantli surpris older properti surprisingli clean quaint wonder peopl scrumptiou restaur,2018-08-26,SC,0.4019,1
nice hotel great locat good valu weve stay coupl time realli enjoy stay,2018-08-26,NYC,0.9186,1
quick check check friendli staff,2018-08-26,Vacaville,0.0,0
team front desk awesom likewis ladi ran coffe drink bar made us feel welcom would definit stay,2018-08-26,Centrally located to restaurants and Disneyland.,0.0,0
surpris wyndham see renov tri improv look still need lot work glad gotten first floor room elev carri luggag outsid stair comfort sleep stay one night flight,2018-08-25,Texas,0.6705,1
gone emerg room hospit return room morn day check staff kept knock door even yell tri sleep lot nois earli morn,2018-08-25,"Las Vegas, NV",0.0,0
firstli reserv queen size bed told check would given king fine except got doubl creak loud ac room walkway get room around dark unlit pool good thing water pressur shower,2018-08-25,San Jose,0.5719,1
front desk realli help direct need ie hot water middl night,2018-08-25,Hong Kong,0.4019,1
orient staff experi check peopl took minut find room one full bed two peopl reserv call two queen bed took anoth minut get right room got bed park lot hotel park street ask offer us park right front sidewalk area night choic pay two night,2018-08-25,New York,-0.1027,0
spent three night wyndham garden anaheim recent trip tour colleg area spend time disneyland staff welcom effici check us late alway made us feel home enter exit lobbi pool fine wont use much free park garag bonu us locat near disneyland conveni store like walgreen cv excel room larg clean would consid stay futur,2018-08-25,"Bellevue, WA",0.7429,1
book orbit ramada inn month ago arriv isnt ramada address wyndham news wouldv like notifi big deal major fall compar two hotel stay breakfast comfort quiet hotel,2018-08-25,"West Salem, WI",0.6124,1
resort good locat build level mani shop restaur close also close key locat like seaworld univers studio walt disney realli refresh place great fun stay staff help support,2018-08-25,Baghdad,0.9531,1
old date tini room floor space cot air matress locat great though,2018-08-24,2186,0.6249,1
